CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,Cluster
40780165,7,184,221,30,12,28.39,18,26.33,0,0,0,0,0.5,1.5,6,5.5,3.945,3.82,3,4.37,11,19.37,0,0,3,1.5,0,0,0,0,1,0.99,0,0,0,0,0,0,1,0.5,27.75,93.93,0,0,1,1.99,2.365833333,1.462777778,0,0,3,0.916666667,0.968314322,1.456666667,1.760909091,0,0.5,0,0,0.99,0,3.384864865,0,0,0.5,0,1.99,2
127819449,0,0,51,51,13,63.74,319,331.37,4,33.72,2,0.62,9.5,38.76,0,0,18,19.38,5,14.6,0,0,4,4.29,0,0,0,0,0,0,0,0,1.458,6.71,1.5,8.39,0,0,1,6.99,0,0,0,0,0,0,4.903076923,1.03877743,8.43,0.31,4.08,0,1.076666667,2.92,0,1.0725,0,0,0,0,4.602194787,0,5.593333333,0,6.99,0,0,2
128317732,0,0,49,49,2,5.48,0,0,0,0,20,62.48,6,12.84,0,0,0,0,0,0,0,0,3,4.54,0,0,0,0,1,1.37,0,0,0,0,0,0,1,4.94,0,0,0,0,1,6.37,1,3.29,2.74,0,0,3.124,2.14,0,0,0,0,1.513333333,0,0,1.37,0,0,0,0,4.94,0,6.37,3.29,2
135938884,0,0,36,36,2,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.75,0,0,4,12.57,0,0,0,0,0,0,2,14.98,0,0,2.005,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.1425,0,0,7.49,0,2
139113054,0,30,87,57,6,14.36,0,0,0,0,17,36.2,23.833,142.24,6,14.95,100.028,261.78,0,0,0,0,11,19.12,7,19.75,2,8.22,16,74.19,8,20.33,0,0,1.5,8.9,0,0,0,0,10.639,26.12,0,0,11,8.37,2.393333333,0,0,2.129411765,5.968195359,2.491666667,2.617067221,0,0,1.738181818,2.821428571,4.11,4.636875,2.54125,0,2.455117962,5.933333333,0,0,0,0.760909091,2
139620736,0,0,49,49,10.667,15.7,0,0,0,0,22,57.55,5.083,10.67,4,4.32,5.694,20.49,0,0,0,0,15,5.2,0,0,0,0,0,0,2.125,6.34,0,0,0,0,8.625,26.8,0,0,0,0,3,21.23,0,0,1.471829005,0,0,2.615909091,2.099154043,1.08,3.598524763,0,0,0.346666667,0,0,0,2.983529412,0,0,0,3.107246377,0,7.076666667,0,2
150340040,0,0,38,38,2,1.48,0,0,0,0,67,163.83,0,0,0,0,8,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,92.58,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,2.445223881,0,0,2.31625,0,0,0,0,0,0,0,3.366545455,0,0,0,0,0,0,2
150818912,0,0,24,24,2,4.32,1,2.39,0,0,0,0,8,39.95,1,2.29,6,38.99,0,0,0,0,0,0,0,0,0,0,1,5.49,0,0,0.667,3.33,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.39,0,0,4.99375,2.29,6.498333333,0,0,0,0,0,5.49,0,4.992503748,0,0,0,0,0,0,2
151558103,0,0,48,48,11,24.61,0,0,0,0,0,0,0,0,4,5.47,10,46.23,0,0,0,0,0,0,1,1.79,6,8.94,3,7.47,19,79.74,3,11.23,0,0,4.806,48.01,0,0,0,0,3.5,18.82,1,1.79,2.237272727,0,0,0,0,1.3675,4.623,0,0,0,1.79,1.49,2.49,4.196842105,3.743333333,0,0,9.989596338,0,5.377142857,1.79,2
153384508,0,0,56,56,19,51.7,0,0,0,0,6,20.89,20.778,69.78,1,2.23,4.25,11.53,9,7.28,0,0,3,8.17,0,0,0,0,0,0,0,0,0,0,11.208,28.27,0,0,4,21.56,1,8.99,1,13.49,0,0,2.721052632,0,0,3.481666667,3.358359804,2.23,2.712941177,0.808888889,0,2.723333333,0,0,0,0,0,8.99,2.522305496,0,5.39,13.49,0,2
