VAR1,CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,avg,net_sales,Cluster
1384,960199727,0,0.9123173278,0.7840136054,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.010463693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023148148,0.0745383592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1371872304,0,0,0,0,0,0,0,0,0,0,0.7599466548,0,0,0,0.0021253985,0.020696143,3
606,588214650,0,0.8434237996,0.7329931973,0.421875,0,0,0,0,0.0256410256,0.4216416599,0,0,0,0,0,0,0.0056854685,0.0762730826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7999933331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021253985,0.149380474,3
650,604477265,0,0.9436325678,0.8231292517,0.5,0,0,0,0,0,0,0,0,0.0064898402,0.0067466351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126582278,0.0208954646,0,0,0,0,0,0,0.1497874469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047957687,0,0.0021253985,0.0079383845,3
152,378700611,0,0.9290187891,0.8146258503,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.0329046948,0.0078740157,0.0233769274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4314063848,0.3330554398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021253985,0.0160930874,3
1453,985650894,0,0.9415448852,0.8214285714,0.5,0.005,0.1428448978,0,0,0,0,0,0,0,0,0,0,0.0056854685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428448978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021253985,0.049798522,3
1300,930775879,0,0.8371607516,0.75,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.0091475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023148148,0.0653818483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119930975,0,0,0,0,0,0,0,0,0,0,0.6665925761,0,0,0,0.0021253985,0.0180801988,3
960,768395527,0,0.9227557411,0.7925170068,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.011370937,0.0118193664,0,0,0,0,0,0,0.0081300813,0.0042497432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774805867,0,0,0,0.0400133378,0,0,0,0,0,0,0,0,0,0,0.0031880978,0.0046181476,3
223,427053301,0,0.9394572025,0.8146258503,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157480315,0.0280289066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023148148,0.0235235126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1996665277,0,0,0,0,0,0,0,0,0,0.2398310736,0,0,0,0.0031880978,0.0097443921,3
228,429324973,0,0.9686847599,0.8299319728,0.375,0,0,0.0043763676,0.0059871232,0,0,0,0,0,0,0.0114942529,0.0676737569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663554518,0,0,0,0.6247654784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031880978,0.0065247685,3
1385,960339141,0,0.8496868476,0.7465986395,0.5,0.015,0.0125287504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041762501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031880978,0.0039088243,3
3104,532138351,0,0.9185803758,0.8027210884,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203562341,0.0323691908,0,0,0,0,0,0,0,0,0,0,0,0,0.0023148148,0.013189736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661107405,0,0,0,0,0,0,0,0.1344743276,0,0,0,0.0031880978,0.0050457539,3
2959,365909266,0,0.9373695198,0.8044217687,0.375,0.005,0.0017000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066889632,0.0291788308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017000243,0,0,0,0,0,0,0,0,0,0,0,0,0.2293480819,0,0,0,0,0,0,0,0.0031880978,0.0099003426,3
4303,345293617,0,0.9269311065,0.8112244898,0.515625,0.005,0.0042714896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023148148,0.0185092328,0,0,0,0,0.0126582278,0.0174096596,0,0,0.0042714896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1887086019,0,0.0399573314,0,0.0031880978,0.0097946987,3
4408,679405910,0,0.8371607516,0.7244897959,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0.022741874,0.0180712584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592320966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.0064040326,3
3102,530551100,0,0.9394572025,0.8027210884,0.34375,0.01,0.4999785711,0,0,0,0,0,0,0,0,0,0,0.011370937,0.0001316188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2499892856,0,0,0,0,0,0.0008628128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.1756103451,3
4856,706573888,0,0.7828810021,0.7091836735,0.65625,0.01,0.0640866298,0,0,0,0,0,0,0,0,0,0,0.011370937,0.0169788225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320433149,0,0,0,0,0,0.1113028473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.0285540369,3
1373,958660771,0,0.8162839248,0.7108843537,0.421875,0,0,0,0,0,0,0,0,0.0194695205,0.0101030579,0,0,0.0056854685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747686922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.0040094375,3
79,156707333,0,0.9206680585,0.8129251701,0.578125,0,0,0,0,0,0,0.0106666667,0.0065038569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732833237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.0046080863,3
2471,727390643,0,0.9478079332,0.8554421769,0.765625,0,0,0,0,0,0,0.0106666667,0.0132893768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1497403347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004250797,0.0099405879,3
440,520778713,0,0.8872651357,0.7636054422,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203562341,0.0297692558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175438596,0.0053316849,0,0,0,0,0,0,0,0,0,0.1527685123,0,0,0,0,0,0,0,0,0,0,0.0383546415,0.004250797,0.0024952083,3
3505,961565090,0,0.745302714,0.6547619048,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.0091475052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284359516,0.0369814537,0,0,0,0,0,0,0,0,0,0,0.119930975,0,0,0,0,0,0,0,0,0.2496248124,0,0,0,0,0,0.0053134963,0.0130344449,3
1151,876180860,0,0.8830897704,0.7721088435,0.484375,0.02,0.0145716367,0,0,0,0,0.0026666667,0.0019140287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036429092,0,0,0.0862665897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053134963,0.0061323768,3
4468,885590935,0,0.8204592902,0.7329931973,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114400333,0.0172327816,0.0034174014,0.0100505754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1426530126,0,0.5193333333,0,0,0,0,0.0053134963,0.0124559188,3
293,453413858,0,0.9540709812,0.8197278912,0.390625,0,0,0,0,0,0,0.0106666667,0.0063758282,0,0,0,0,0.0056854685,0.0013030259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718407386,0,0,0.0170836928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053134963,0.0050055086,3
401,502346448,0,0.9290187891,0.806122449,0.453125,0.025,0.0150145002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053134963,0.0047841595,3
3443,907010797,0,0.7118997912,0.6326530612,0.484375,0.01,0.0079858284,0,0,0,0,0,0,0.0129796803,0.0033789491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067179936,0.0140440591,0,0,0.0087719298,0.0030521964,0.0039929142,0,0,0,0.0375093773,0,0,0,0,0,0,0,0,0,0,0.4012588305,0,0,0,0,0.0439132852,0.0063177471,0.0080289364,3
920,736170853,0,0.9603340292,0.8231292517,0.375,0,0,0.010940919,0.0063180697,0,0,0,0,0,0,0.0114942529,0.0109063812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280093364,0,0,0,0.10068793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063761955,0.0024197484,3
2178,448928994,0,0.9540709812,0.8180272109,0.375,0,0,0.0065645514,0.0271827426,0.0512820513,0.0386169577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238,0.0236040246,0,0,0,0,0,0,0,0.200844726,0.0366345545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3961584634,0,0,0.0063761955,0.0246250899,3
4409,679701631,0,0.9436325678,0.8333333333,0.59375,0,0,0,0,0,0,0,0,0.0043287234,0.0014980008,0,0,0.022741874,0.0403411559,0,0,0,0,0.010178117,0.0087747806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035544939,0.006299446,0,0,0,0,0,0,0,0,0.0498625406,0,0.1322260569,0,0,0.09006004,0,0,0,0,0,0.340170085,0,0,0,0,0,0.0065536663,0.0179745549,3
2947,335284964,0,0.860125261,0.7653061224,0.59375,0.015,0.0331004729,0,0,0,0,0,0,0,0,0.0229885057,0.0101612248,0.0015805602,0.0006317701,0.0078740157,0.0021943299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033554423,0.0013154726,0,0,0,0,0.011033491,0,0,0,0,0.0469043152,0.0297949733,0.0312630263,0,0,0,0,0,0,0,0.0752494891,0,0,0,0,0,0.00717322,0.0128835251,3
2468,726823768,0,0.885177453,0.7721088435,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0.0383769124,0.0429603696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834435816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717322,0.0159170142,3
4406,675762488,0,0.9812108559,0.8350340136,0.328125,0,0,0,0,0,0,0,0,0.0025245478,0.0016331588,0.0114942529,0.0141579732,0.0192680528,0.0091738289,0,0,0,0,0,0,0,0,0.0053763441,0.0046127825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087719298,0.0115519839,0,0,0,0,0.0932109634,0.1307066917,0.0354901446,0,0,0,0,0.0360072014,0,0,0,0,0,0,0,0,0.1662034464,0.0072029756,0.0071938465,3
1289,927662924,0.1875,0.9081419624,0.8112244898,0.375,0,0,0.0131291028,0.0154943137,0,0,0,0,0,0,0.0114942529,0.0134805582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572413027,0,0,0,0.124452783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074388948,0.0056796173,3
1307,931967954,0,0.8810020877,0.7619047619,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760869565,0.1247348694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204496737,0,0,0,0,0,0,0,0,0.0074388948,0.0210935653,3
522,557830767,0,0.9018789144,0.7806122449,0.421875,0,0,0,0,0,0,0,0,0,0,0.0114942529,0.0108386398,0.022741874,0.03364176,0,0,0,0,0,0,0,0,0,0,0.0108695652,0.0045907546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087719298,0.0154155237,0,0,0,0,0,0.1000625391,0.110267472,0,0,0,0,0,0.0526842281,0,0,0,0,0,0,0,0.2217898833,0.0074388948,0.0159622902,3
4322,446533622,0,0.8308977035,0.7346938776,0.53125,0.0125,0.009971571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046296296,0.0130371275,0,0,0,0,0.0316455696,0.0348386847,0,0,0.0039886284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664592132,0,0.0319836437,0,0.0074388948,0.0150668323,3
554,570198010,0,0.7306889353,0.6530612245,0.53125,0.01,0.0177002529,0,0,0,0,0,0,0.0324492008,0.0242383285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088501264,0,0,0,0.1076269067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074388948,0.0165559083,3
4380,599156510,0,0.9206680585,0.7908163265,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.0312700768,0.0604261816,0,0,0,0,0,0,0,0,0,0,0.0217391304,0.0173751344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14404267,0,0,0,0,0,0.0996999,0,0,0,0,0,0,0,0,0.0079702444,0.0256010383,3
1085,842720997,0,0.8977035491,0.7738095238,0.390625,0,0,0,0,0,0,0.008,0.0052683801,0,0,0,0,0,0,0.0157480315,0.0221773604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034722222,0.0110314156,0,0,0,0,0,0,0.0087719298,0.0138701078,0,0,0,0.0791498365,0,0,0,0.1579824927,0,0,0,0,0,0,0,0,0,0.0749796251,0,0,0.1995553085,0.0079702444,0.0118019328,3
717,634184709,0,0.9018789144,0.7772108844,0.390625,0.025,0.0230717582,0,0,0,0,0,0,0.0064898402,0.0047192656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076266888,0.0057346708,0,0,0,0,0,0,0,0,0,0,0,0,0.0046143516,0,0,0,0.104776194,0,0,0,0,0,0,0,0,0,0.0712074303,0,0,0,0,0,0,0.008501594,0.0127376359,3
719,634595003,0,0.9645093946,0.8231292517,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0.011370937,0.0009213315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888889,0.1569251564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060396894,0,0,0,0,0,0,0,0,0,0,0.2666518486,0,0,0,0.008501594,0.0360597844,3
1398,963020334,0,0.7954070981,0.6989795918,0.46875,0,0,0,0,0.0256410256,0.0263361327,0,0,0,0,0,0,0.022741874,0.0217697461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046296296,0.033530271,0,0,0,0,0,0,0.0087719298,0.0540509215,0,0,0.0499683323,0,0,0,0.071354616,0,0,0,0,0,0,0,0,0,0,0.1709268726,0,0,0.7776542524,0.008501594,0.0301336647,3
4333,475109617,0,0.4697286013,0.4353741497,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.0047251142,0,0,0,0,0.0305343511,0.0677283068,0,0,0.0107526882,0.0050740608,0,0,0,0,0.0076266888,0.0076622106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619499569,0,0,0.2317100289,0,0.0198039608,0,0,0.0951417004,0,0,0,0,0,0,0.008501594,0.011560461,3
685,624628335,0,0.9164926931,0.7891156463,0.390625,0,0,0,0,0,0,0.0053333333,0.0076049035,0,0,0,0,0,0,0.031496063,0.1186693584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476,0.033713223,0,0,0,0,0,0,0,0,0,0.1713791114,0,0,0,0.422676115,0,0,0,0,0,0,0,0,0,0,0.2829131653,0,0,0.008501594,0.0329910806,3
270,445722481,0,0.9457202505,0.8078231293,0.34375,0,0,0,0,0,0,0,0,0.0194695205,0.0177056935,0,0,0.0170564055,0.0315490214,0.0078740157,0.0131367214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005787037,0.0021801217,0.0238095238,0.0011921225,0,0,0,0,0,0,0,0,0,0,0.1310327582,0,0.1378774806,0.1871613172,0,0,0,0,0,0,0,0,0,0.0889086464,0.0200080032,0,0,0.0087672689,0.0224769973,3
3310,750521031,0,0.9269311065,0.8367346939,0.75,0.005,0.0214145916,0,0,0,0,0,0,0,0,0,0,0.0454837481,0.0338523501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214145916,0,0,0,0,0,0.0554788611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095642933,0.0199767583,3
816,687531004,0,0.891440501,0.7704081633,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0.0284273426,0.0315226977,0,0,0.0034246575,0.0034574192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069444444,0.2942510192,0,0,0,0,0,0,0.0087719298,0.0053703203,0,0,0,0,0,0,0.0826574633,0,0.249219238,0,0,0,0,0,0,0,0,1,0,0,0.0772651473,0.0106269926,0.0821507086,3
3357,817860711,0,0.636743215,0.5714285714,0.484375,0,0,0,0,0,0,0.016,0.0114265595,0,0,0,0,0,0,0,0,0,0,0.010178117,0.0135846604,0,0,0.0161290323,0.0103275076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858338142,0,0,0,0,0,0.1394262842,0,0.0268720411,0,0,0,0,0,0,0,0,0,0.0106269926,0.0115554303,3
4442,791840143,0,0.7286012526,0.637755102,0.40625,0.005,0.0042714896,0,0,0,0,0,0,0,0,0,0,0.011370937,0.0155046922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038133444,0.0057442605,0.0034174014,0.0077282345,0,0,0,0,0,0,0.0126582278,0.0077268678,0.0350877193,0.0038635398,0.0042714896,0,0,0,0,0,0.1016393443,0,0,0,0,0,0,0,0.1426530126,0,0.3993333333,0,0,0.0177341215,0.0138966092,0.0106269926,0.0154642546,3
344,475063632,0,0.9352818372,0.8163265306,0.5,0.025,0.0142144888,0,0,0,0,0,0,0,0,0.0229885057,0.020254708,0.0085282028,0.0070942522,0,0,0,0,0.0203562341,0.012999675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028428978,0,0,0,0,0.093495935,0.0620074777,0,0,0.0667111408,0,0,0,0,0,0,0,0,0,0,0,0.0111583422,0.0097242694,3
3480,938590775,0,0.7223382046,0.6462585034,0.53125,0.01,0.0098287118,0,0,0,0,0,0,0.0259593606,0.0244635918,0.0114942529,0.0177482726,0,0,0.0236220472,0.0584276895,0,0,0,0,0,0,0,0,0,0,0.0022173913,0.0084287746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049143559,0,0,0,0.135783946,0.1638524078,0,0.2774767264,0,0,0,0,0,0.1998518328,0,0,0,0,0,0,0,0.0113315622,0.0280811546,3
163,385800545,0,0.9164926931,0.7942176871,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412069998,0.0258347878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593726938,0,0,0,0,0,0,0.0114835282,0.0130495369,3
1114,861157097,0,0.6722338205,0.6071428571,0.546875,0,0,0,0,0,0,0.024,0.030995743,0,0,0,0,0.011370937,0.0041328297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1552221581,0,0,0.027092321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116896918,0.0254350265,3
978,773767553,0,0.9206680585,0.8044217687,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0056854685,0.0164391855,0,0,0,0,0,0,0,0,0,0,0.1086956522,0.116744632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2155306299,0,0,0,0,0,0.1339779927,0,0,0,0,0,0,0,0,0.0116896918,0.02599343,3
2381,633557491,0,0.9394572025,0.8180272109,0.484375,0.005,0.0228431835,0,0,0,0,0,0,0.0129796803,0.0382722307,0,0,0.011370937,0.0001184569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068348028,0.015456469,0,0,0,0,0,0,0.0506329114,0.2260157249,0,0,0.0228431835,0,0,0,0.4248562141,0,0.0007765315,0,0,0,0,0,0,0,0,0,0.3993333333,0,0,0.1296835415,0,0.0116896918,0.089420015,3
450,526673173,0,0.9457202505,0.8180272109,0.4375,0.005,0.0154145059,0.0021881838,0.0029935616,0,0,0,0,0,0,0,0,0.011370937,0.0187030285,0.0157480315,0.0157406595,0,0,0,0,0.0243902439,0.0236214895,0,0,0,0,0,0,0.0076266888,0.0073169796,0,0,0,0,0,0,0,0,0,0,0,0,0.0154145059,0.0663554518,0,0,0,0,0.1226056946,0.1121300542,0,0,0.074135823,0,0,0,0.0908549655,0,0,0,0,0,0,0.0116896918,0.0229750328,3
4527,985407915,0.25,0.9039665971,0.8384353741,0.5625,0,0,0,0,0,0,0,0,0.0064898402,0.0062961086,0.0114942529,0.0107708983,0.0341128111,0.0315226977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114400333,0.0114981108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1397849462,0.0994371482,0.0688812194,0,0,0,0,0,0,0,0.0951813924,0,0,0,0,0,0,0.0116896918,0.0211891479,3
3204,628494536,0,0.9352818372,0.8112244898,0.453125,0.02,0.012428749,0,0,0,0,0,0,0.0162246004,0.0084248465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160735786,0.0790927465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031071872,0,0,0,0.0748187047,0,0,0,0,0,0,0,0,0.2587081516,0,0,0,0,0,0,0,0.0120148778,0.0342135315,3
813,686329814,0,0.9331941545,0.8095238095,0.453125,0.013055,0.1326304661,0,0,0,0,0.0053333333,0.00339276,0,0,0,0,0.0170564055,0.0205062058,0,0,0,0,0,0,0.0325203252,0.1121223926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507968082,0,0,0.076457011,0,0,0.0896174863,0,0,0,0.2639213071,0,0,0,0,0,0,0,0,0,0,0.0123390011,0.0726326963,3
435,519914220,0,0.611691023,0.5612244898,0.578125,0,0,0.0065645514,0.0077020278,0,0,0,0,0,0,0.0114942529,0.0128031432,0.0284273426,0.0306013662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045023148,0.0152390503,0,0,0,0,0,0,0.0087719298,0.0161882317,0,0.0569078582,0,0,0,0.1181988743,0.0802415876,0,0,0,0,0,0,0,0,0,0,0.0798806476,0,0,0.2329071707,0.0126939426,0.0203439967,3
1341,943152512,0,0.9018789144,0.7738095238,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0.0625401536,0.0157810916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126582278,0.0241876138,0,0,0,0,0,0,0,0,0.0188093184,0,0,0,0,0,0,0,0,0,0,0,0,0.0555135784,0,0.0127523911,0.0118119941,3
3082,508321262,0,0.9164926931,0.7942176871,0.4375,0.015,0.0146002086,0.0021881838,0.0035952825,0,0,0,0,0,0,0,0,0,0,0.0236220472,0.0074607215,0,0,0,0,0,0,0,0,0.0108695652,0.0037481477,0,0,0,0,0,0,0,0,0,0,0,0,0.0506329114,0.0534296448,0,0,0.0048667362,0.0796932311,0,0,0,0,0,0.0354314298,0,0,0,0,0.0430143381,0,0,0,0,0,0,0.0306569181,0,0.0127523911,0.0216519687,3
4307,384642153,0,0.9185803758,0.8214285714,0.671875,0.015,0.0128144688,0,0,0,0,0,0,0,0,0,0,0.022741874,0.0378535609,0,0,0,0,0,0,0.0162601626,0.0264900662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142179758,0.0240675894,0,0,0.0087719298,0.0013136035,0.0042714896,0,0,0,0,0,0.1240724763,0,0,0,0.1247082361,0,0,0,0,0.3249124562,0,0,0,0,0.0188993885,0.0127523911,0.0289464285,3
3309,749781704,0,0.9415448852,0.8112244898,0.40625,0.01,0.0065429506,0,0,0,0,0.016,0.0097557853,0,0,0,0,0.011370937,0.0108453874,0,0,0,0,0,0,0,0,0,0,0.0108695652,0.0508179098,0,0,0,0,0,0,0,0,0.0238095238,0.0287063087,0,0,0,0,0,0,0.0032714753,0,0,0.0732833237,0,0,0.0710957722,0,0,0,0,0,0.5831943981,0,0,0,0,0,0.4817927171,0,0,0.0127523911,0.0284685156,3
