,CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,avg,Cluster
4615,1063582645,0.166666667,0,0.027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006834803,0.024849048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,1
52,1082150713,0,0,0.005102041,0.046875,0,0,0,5.34E-18,0,0,0,0,0,0,0,0,0,0.019677008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4621,1066471481,0.072916667,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015286036,0.041195748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475892391,0,0,0,0,0,1
12,622201648,0,0.144050104,0.117346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007976215,0.004760799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105398458,0,0,0,0,0,1
4377,597119684,0,0.678496868,0.56122449,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081590459,0.078211281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169270506,0,0,0,0,0,0
4487,930909726,0.1875,0,0.078231293,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006834803,0.020101151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519333333,0,0,0,0,0,2
4361,565066529,0,0,0.00170068,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044426218,0.033119162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131641026,0,0,0,0,0,1
4397,649786548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010252204,0.017391753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299555556,0,0,0,0,0,1
4539,997036678,0.520833333,0,0.085034014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006834803,0.017314342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447333333,0,0,0,0,0,5
4344,517539466,0,0,0.006802721,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007497779,0.025455437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599513826,0,0,0,0,0,1
4384,600952964,0,0.899791232,0.746598639,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003417401,0.003057749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0
4547,1010936852,0.541666667,0.722338205,0.68877551,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003417401,0.005767147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0
4567,1026420883,0,0.154488518,0.132653061,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008543504,0.01532745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3168,0,0,0,0,0,1
4601,1054677198,0.260416667,0,0.042517007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006834803,0.009070031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234333333,0,0,0,0,0,5
37,1059441863,0,0.079331942,0.066326531,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007831317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,369235965,0,0.858037578,0.712585034,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386574,0.003270182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199645164,0,0,0,1.93E-05,0
3581,1014338675,0.4375,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001672241,0.002694812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084725818,0,0,0,0,0,0,0,8.36E-05,5
1896,1061683585,0.229166667,0,0.037414966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906672,0.00306872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152417242,0,0,0,0,0,0,9.53E-05,5
562,572146868,0,0.022964509,0.023809524,0.046875,0,0,0.002188184,0.013523678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299766589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109409,1
530,560712606,0,0,0.00170068,0.015625,0.00222,0.005071501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111,1
216,423542828,0,0,0.003401361,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023125,0.026117857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266547944,0,0,0,0.000115625,1
1879,1060753660,0.135416667,0,0.022108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.031371951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319848855,0,0,0,0.000115741,1
3249,687780858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.023959537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244276506,0,0,0,0.000115741,1
698,628587263,0,0,0.00170068,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.007826637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07979551,0,0,0,0.000115741,1
3479,938084720,0,0.926931106,0.755102041,0,0,0,0,0,0,0,0.002666667,0.002874244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129544143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0
1926,1063237687,0.1875,0,0.030612245,0,0,0,0,0,0,0,0.002666667,0.004986717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224754761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,5
1260,920640257,0,0,0.030612245,0.28125,0,0,0,0,0,0,0.002666667,0.002874244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129544143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,1
1006,787324151,0,0.916492693,0.770408163,0.21875,0,0,0,0,0,0,0.002666667,0.003514387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158395845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0
385,493719124,0,0.584551148,0.496598639,0.1875,0,0,0,0,0,0,0.002666667,0.003194316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143969994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0
818,690836382,0,0,0,0,0,0,0,0,0,0,0.002666667,0.003450373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155510675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,1
1902,1062008956,0.229166667,0,0.037414966,0,0,0,0,0,0,0,0.002666667,0.001632366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073571841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,5
1608,1015758731,0.447916667,0,0.073129252,0,0,0,0,0,0,0,0.002666667,0.003578402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161281016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,5
2945,326039625,0,0,0.071428571,0.65625,0,0,0,0,0,0,0.002666667,0.0022341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100692441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,2
1084,842488041,0,0.290187891,0.285714286,0.453125,0,0,0,0,0,0,0.002666667,0.001222674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055106751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,2
1653,1018535037,0.354166667,0,0.057823129,0,0,0,0,0,0,0,0.002666667,0.003066287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138199654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,5
4534,994698397,0.625,0,0.102040816,0,0,0,0,0,0,0,0.002666667,0.006138975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018795708,0.012347113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276687825,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0.000133333,5
1530,1001530805,0,0.881002088,0.717687075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002701389,0.030260089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264364184,0,0,0,0.000135069,0
4493,935831164,0,0,0.023809524,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083612,0.002245677,0.001906672,0.00191795,0.003417401,0.012901894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141209696,0.095260776,0,0.666666667,0,0,0,0,0.00013714,1
4378,598794808,0,0,0.003401361,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.002842734,0.003290469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086281277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142137,1
1919,1062848856,0.020833333,0,0.003401361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002860008,0.001726155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057156466,0,0,0,0,0,0,0.000143,1
1794,1050892403,0.302083333,0,0.049319728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002893519,0.019621095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160035563,0,0,0,0.000144676,5
895,728813999,0,0,0.023809524,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003078704,0.010420981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079884085,0,0,0,0.000153935,1
597,584966311,0,0,0.00170068,0.015625,0,0,0,0,0,0,0,0,0.00324492,0.002365264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105026257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162246,1
1321,936471259,0,0.617954071,0.532312925,0.265625,0,0,0,0,0,0,0,0,0.00324492,0.002387791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106026507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162246,0
3562,1003738174,0,0.311064718,0.261904762,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0.012710532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19981172,0,0,0,0,0,0,0,0.000167224,1
3346,790589444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0.016827607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264532831,0,0,0,0,0,0,0,0.000167224,1
1508,996547089,0.489583333,0,0.079931973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.002764202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199250468,0,0,0,0,0,0,0,0,0,0,0,0,0.000171233,5
734,639662360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.000961838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069331668,0,0,0,0,0,0,0,0,0,0,0,0,0.000171233,1
940,756861498,0,0.018789144,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.002070985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149281699,0,0,0,0,0,0,0,0,0,0,0,0,0.000171233,1
1787,1050623899,0.052083333,0,0.008503401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.002486916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179262961,0,0,0,0,0,0,0,0,0,0,0,0,0.000171233,1
1015,791823834,0,0,0.00170068,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222,0.029431642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200044454,0,0,0,0.000173611,1
31,1025002948,0.020833333,0.068893528,0.068027211,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222,0.039220388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266577758,0,0,0,0.000173611,1
1829,1053792279,0.28125,0,0.045918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222,0.054917264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373268134,0,0,0,0.000173611,5
611,593055791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003664352,0.034467723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221990793,0,0,0,0.000183218,1
1113,856700547,0,0.298538622,0.243197279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003813344,0.022046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547511312,0,0,0,0,0,0,0.000190667,1
313,459745451,0,0.014613779,0.011904762,0,0,0,0,0,0,0,0.002666667,0.002042057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001157407,0.009810547,0,0,0,0,0,0,0,0,0,0,0,0.09203693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200044454,0,0,0,0.000191204,1
159,383594058,0,0,0.027210884,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003858796,0.018138612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110935804,0,0,0,0.00019294,1
4297,308118819,0,0,0.045918367,0.421875,0,0,0.004376368,0.008243577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003417401,0.008502348,0,0,0,0,0,0,0,0,0,0,0,0.091363788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439333333,0,0,0,0,0.000218818,2
732,639594670,0,0.951983299,0.795918367,0.1875,0,0,0.004376368,0.012606053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139713238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218818,0
1076,841358211,0.1875,0,0.042517007,0.109375,0,0,0.004376368,0.016517239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18306102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218818,1
1826,1053436372,0.28125,0,0.045918367,0,0,0,0.004376368,0.015614658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173057686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218818,5
3461,920077138,0,0.91440501,0.773809524,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083612,0.003398458,0,0,0,0,0,0,0,0,0.003554494,0.006151224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213697341,0,0.332166083,0,0,0,0,0,0.000219531,0
1607,1015657586,0.177083333,0,0.028911565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0.034838344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177595021,0,0,0,0.000231481,5
1992,1066803998,0.0625,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0.061697443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314514337,0,0,0,0.000231481,1
3719,1064944935,0.114583333,0,0.018707483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008543504,0.012050369,0.00462963,0.076282457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249066667,0.388864192,0,0,0,0.000231481,1
534,562527929,0,0.887265136,0.722789116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0.037062068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188930874,0,0,0,0.000231481,0
1801,1051507448,0.291666667,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004631944,0.05232292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266592643,0,0,0,0.000231597,5
853,707774873,0,0,0.00170068,0.015625,0.005,0.002842898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002842898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
316,460522105,0,0,0.083333333,0.765625,0.005,0.002128602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002128602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,2
304,456452218,0,0,0.05952381,0.546875,0.005,0.00412863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,2
301,455150607,0,0.010438413,0.010204082,0.015625,0.005,0.004700067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004700067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
300,455066373,0,0,0.030612245,0.28125,0.005,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
1258,920220936,0,0.392484342,0.345238095,0.234375,0.005,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
559,571399658,0,0,0,0,0.005,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
1748,1048138547,0,0.379958246,0.30952381,0,0.005,0.005700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
773,664442696,0,0.022964509,0.032312925,0.125,0.005,0.00770011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
4447,818684698,0,0,0.018707483,0.171875,0.005,0.003128616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006407628,0.007237963,0,0,0,0,0,0,0,0,0,0,0.003128616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199466667,0,0,0,0,0.00025,1
1275,926270026,0,0,0.027210884,0.25,0.005,0.003414334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003414334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
635,600067789,0,0,0,0,0.005,0.042843469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042843469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
1717,1040165233,0,0,0.023809524,0.21875,0.005,0.002785754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,1
