CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,net_sales,avg,Cluster,,
417383114,0,0,0,0,7,48.29,1,1.99,0,0,0,0,2,7.98,0,0,2,10.98,0,0,2,3.72,0,0,2,1.48,3,8.97,0,0,0,0,1,12.72,0,0,0,0,0,0,1,11.89,0,0,2,9.98,6.898571429,1.99,0,0,3.99,0,5.49,0,1.86,0,0.74,2.99,0,0,12.72,11.89,0,0,0,0,4.99,118,5.619047619,5,,
418409363,0,0,12,12,4,5.88,0,0,0,0,9,41.75,1,4.49,0,0,5.25,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.694,9.6,0,0,0,0,0,0,0,0,1.47,0,0,4.638888889,4.49,0,2.179047619,0,0,0,0,0,0,0,0,0,0,3.563474388,0,0,0,73.16,3.483809524,5,,
418485520,0,1,29,28,2,4.86,0,0,0,0,4,27.86,4,19.57,0,0,1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.99,0,0,2.43,0,0,6.965,4.8925,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,60.27,2.87,5,,
419779368,0,437,437,0,1,3.29,0,0,0,0,0,0,0,0,0,0,12.194,49.96,0,0,0,0,11,21.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,4.097096933,0,0,1.926363636,0,0,0,0,0,0,0,0,0,0,0,74.44,3.544761905,5,,
422877845,0,468,513,45,2,8.48,2,10.78,0,0,0,0,0,0,0,0,13.125,84.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.67,0,0,4.24,5.39,0,0,0,0,6.409142857,0,0,0,0,0,0,0,0,0,0,0,0,5.223333333,0,119.05,5.669047619,5,,
425812245,0,0,1,1,0,0,3,9.27,0,0,0,0,0,0,12,22.8,15,58.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,7.66,0,3.09,0,0,0,1.9,3.879333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1.915,102.92,4.900952381,5,,
426874277,0,0,0,0,0,0,0,0,0,0,6,18.06,8.722,32.09,0,0,2,3.73,0,0,7,31.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,3.679202018,0,1.865,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,85.73,4.082380952,5,,
428403828,18,438,460,4,1,17.49,3,7.17,0,0,2,11.98,0,0,4,8.96,15,75.15,0,0,4,7.46,0,0,0,0,2,7.98,0,0,0,0,0,0,0,0,2,8.48,0,0,0,0,0,0,0,0,17.49,2.39,0,5.99,0,2.24,5.01,0,1.865,0,0,3.99,0,0,0,0,0,4.24,0,0,0,144.67,6.889047619,5,,
429347230,82,445,566,39,6,10.92,0,0,0,0,9,30.74,3,8.98,1,1.11,15.5,49.17,4,20.57,3,10.57,0,0,1,0.47,0,0,2,10.98,3.666,10.9,4,16.47,0.333,1.66,2,10.24,1,6.49,0,0,0,0,0,0,1.82,0,0,3.415555556,2.993333333,1.11,3.172258065,5.1425,3.523333333,0,0.47,0,5.49,2.973267867,4.1175,0,4.984984985,5.12,6.49,0,0,189.27,9.012857143,5,,
430711390,0,448,448,0,10,67.35,0,0,0,0,3,20.97,0,0,0,0,0,0,0,0,0,0,1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,22.5,315.02,0,0,0,0,5,46.03,0,0,6.735,0,0,6.99,0,0,0,0,0,1.99,0,0,0,0,0,0,0,14.00088889,0,9.206,0,451.36,21.49333333,5,,
430969436,8,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031666667,0,0,0,0,0,0,0,30.19,1.437619048,5,,
432526036,0,78,103,25,3,62.87,0,0,0,0,0,0,0,0,4,22.56,6.945,80.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.139,92.9,0,0,0,0,0,0,2.75,4.1,0,0,3,2.52,20.95666667,0,0,0,0,5.64,11.60259179,0,0,0,0,0,0,0,5.420386254,1.490909091,0,0,0,0,0.84,265.53,12.64428571,5,,
434297016,0,452,471,19,4,15,0,0,0,0,9,26.81,0,0,4,6.36,7,119.83,4,22.03,0,0,0,0,1,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.57,3.75,0,0,2.978888889,0,1.59,17.11857143,5.5075,0,0,8.49,0,0,0,0,0,0,0,0,0,0.3925,200.09,9.528095238,5,,
435337498,0,0,56,56,22,172.12,0,0,0,0,17,78.82,27.069,186.78,6,24.59,35.75,211.47,6,13.62,5,18.2,3,6.96,1,4.79,0,0,4,21.34,4.862,35.99,9,52.94,1,6.15,0,0,21,163.63,0,0,1,4.99,7,22.62,7.823636364,0,0,4.636470588,6.900144076,4.098333333,5.915244755,2.27,3.64,2.32,4.79,0,5.335,7.402303579,5.882222222,0,6.15,0,7.791904762,4.99,3.231428571,1025.01,48.81,5,,
439704131,0,428,445,17,0,0,0,0,0,0,10,47.81,2,11.89,0,0,2,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.99,0,0,0,0,0,0,0,0,0,0,0,4.781,5.945,0,5.195,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,74.08,3.527619048,5,,
440349942,95,449,574,30,1,10.19,0,0,0,0,0,0,2,16.67,3,1.84,3,23.98,0,0,0,0,4,10.67,0,0,0,0,0,0,0,0,0,0,0,0,1,5.49,0,0,0,0,0,0,0,0,10.19,0,0,0,8.335,0.613333333,7.993333333,0,0,2.6675,0,0,0,0,0,0,0,5.49,0,0,0,68.84,3.278095238,5,,
440582575,0,0,25,25,2,3.63,0,0,0,0,0,0,0,0,0,0,1,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,16.86,0,0,0,0,0,0,0,0,0,0,1,3.74,1.815,0,0,0,0,0,2.49,0,0,0,0,0,0,0,7.493333333,0,0,0,0,0,3.74,26.72,1.272380952,5,,
441071222,0,0,12,12,0,0,0,0,0,0,0,0,0,0,4,4,2,20.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,1.18952381,5,,
442117149,0,449,494,45,0,0,2,12.78,1,2.99,2,9.23,0,0,2,4.18,12,84.06,0,0,0,0,1,1.1,2,7.18,10,30.7,3,6.72,5.667,22.63,0,0,0,0,0,0,0,0,0,0,0,0,1,2.97,0,6.39,2.99,4.615,0,2.09,7.005,0,0,1.1,3.59,3.07,2.24,3.993294512,0,0,0,0,0,0,2.97,184.54,8.787619048,5,,
442807236,0,0,49,49,3,10.73,0,0,0,0,0,0,0,0,5,7.97,9,121.12,0,0,4,10.46,0,0,0,0,0,0,0,0,0,0,20.181,78.53,1,7.79,2.5,32.99,0,0,0,0,1,7.69,1,2.49,3.576666667,0,0,0,0,1.594,13.45777778,0,2.615,0,0,0,0,0,3.891283881,0,7.79,13.196,0,7.69,2.49,279.77,13.32238095,5,,
444591309,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,8,77.89,5,16.33,0,0,0,0,2,6.58,1,2.79,1,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.73625,3.266,0,0,3.29,2.79,4.79,0,0,0,0,0,0,0,0,112.38,5.351428571,5,,
445134810,0,0,38,38,5,68.45,0,0,0,0,5,21.59,5,33.12,0,0,2,5.98,2,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7.5,2,18.46,0,0,4,44.99,0,0,13.69,0,0,4.318,6.624,0,2.99,5.99,0,0,0,0,0,0,0,0,0,15,9.23,11.2475,0,212.07,10.09857143,5,,
445623994,0,436,456,20,1,3.49,0,0,0,0,0,0,0.5,4,0,0,12.5,26.93,3,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,8,0,2.1544,3.456666667,0,0,0,0,0,0,0,0,0,0,0,0,0,44.79,2.132857143,5,,
445722481,0,453,475,22,0,0,0,0,0,0,0,0,3,15.72,0,0,3,23.97,1,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.24,0,7.99,4.49,0,0,0,0,0,0,0,0,0,4,0.5,0,0,45.68,2.175238095,5,,
448243816,0,0,2,2,0,0,3,25.97,0,0,0,0,0,0,9,8.98,3,7.96,0,0,0,0,0,0,0,0,7,41.93,1,7.99,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,1,0.97,0,8.656666667,0,0,0,0.997777778,2.653333333,0,0,0,0,5.99,7.99,0,0,0,0,0,0.6,0,0.97,94.4,4.495238095,5,,
449777770,0,10,10,0,0,0,4,7.96,3,13.77,0,0,0,0,7,6.82,29.528,132.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.99,22,160.28,0,1.99,4.59,0,0,0.974285714,4.486250339,0,0,0,0,0,0,0,0,0,0,0,0,2.99,7.285454546,324.29,15.44238095,5,,
451103576,0,0,38,38,7,23.04,0,0,2,6.58,0,0,28.666,114.2,2,0.9,10,10,0,0,0,0,1.375,1.23,0,0,0,0,0,0,2,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.291428571,0,3.29,0,3.983813577,0.45,1,0,0,0.894545455,0,0,0,0.89,0,0,0,0,0,0,0,157.73,7.510952381,5,,
452140874,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.578571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.05,2.85952381,5,,
453424178,0,135,138,3,0,0,0,0,0,0,0,0,0,0,0,0,8,22.62,0,0,0,0,1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.78,0,0,0,0,0,0,2.8275,0,0,1.99,0,0,0,0,0,0,0,0,0,0,5.39,35.39,1.685238095,5,,
454257494,0,0,0,0,2,5.43,0,0,0,0,0,0,0.667,0.66,1,3.99,2,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39.03,0,0,0,0,0,0,0,0,2.715,0,0,0,0.989505247,3.99,2.99,0,0,0,0,0,0,0,0,0,0,2.295882353,0,0,0,55.09,2.623333333,5,,
455066373,0,0,18,18,1,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0.237619048,5,,
456365832,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,46.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9.36,3,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.429090909,0,0,0,0,0,0,0,3.744,0,4.943333333,0,0,0,0,70.55,3.35952381,5,,
457580918,0,0,0,0,0,0,0,0,0,0,0,0,1,1.99,0,0,2,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0.550952381,5,,
457627131,0,0,29,29,12,77.48,0,0,0,0,10,27.04,18.75,56.03,1,3,13.417,72.11,2,2,0,0,0,0,0,0,0,0,0,0,3,14.97,0,0,5.5,38.45,0,0,0,0,0,0,0,0,0,0,6.456666667,0,0,2.704,2.988266667,3,5.374524857,1,0,0,0,0,0,4.99,0,0,6.990909091,0,0,0,0,291.08,13.86095238,5,,
457959211,0,8,43,35,1,2.99,0,0,0,0,0,0,0,0,2,2.38,0,0,0,0,0,0,0,0,0,0,12,14.28,0,0,0,0,0,0,0,0,0,0,0,0,20.389,24.26,0,0,0,0,2.99,0,0,0,0,1.19,0,0,0,0,0,1.19,0,0,0,1.189857276,0,0,0,0,0,43.91,2.090952381,5,,
458819273,0,351,395,44,3,6.38,0,0,0,0,0,0,0,0,3,6.61,11,49.86,0,0,0,0,2,3.98,0,0,19,58.99,0,0,0,0,0,0,0.5,7.5,1,8,6,28.96,0,0,3,16.37,0,0,2.126666667,0,0,0,0,2.203333333,4.532727273,0,0,1.99,0,3.104736842,0,0,0,0,15,8,4.826666667,5.456666667,0,186.65,8.888095238,5,,
458836947,0,442,456,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098666667,0,0,0,0,0,0,61.48,2.927619048,5,,
458843224,0,451,500,49,1,1.64,66,58.58,0,0,0,0,17.805,57.05,30,47.48,65,278.41,4,11.58,6,13.19,29,36.74,29,89.06,27,73.42,64,138.66,0,0,0,0,0,0,3.611,82.2,4,3.2,0,0,0,0,2,8.43,1.64,0.887575758,0,0,3.204156136,1.582666667,4.283230769,2.895,2.198333333,1.266896552,3.071034483,2.719259259,2.1665625,0,0,0,0,22.76377735,0.8,0,4.215,899.64,42.84,5,,
458895463,0,0,5,5,0,0,22,42.88,0,0,0,0,0,0,3,7.07,5,25.27,0,0,6,23.19,4,18.96,0,0,0,0,3,14.97,0,0,0,0,2,4.47,0,0,1,6.99,0,0,0,0,1,3.74,0,1.949090909,0,0,0,2.356666667,5.054,0,3.865,4.74,0,0,4.99,0,0,0,2.235,0,6.99,0,3.74,147.54,7.025714286,5,,
459049672,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.99,0,0,0,0,0,0,0,0,0,0,1,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,7.78,0.370476191,5,,
459420931,0,461,489,28,9,28.29,1,3.99,0,0,39,158.71,4,17.01,5,17.72,30,104.13,0,0,66,165.36,9,25.26,0,0,1,1.39,1,8.99,3.667,32.48,0.917,1.37,2.333,10.48,0,0,0,0,4.5,19.78,0,0,3,0.87,3.143333333,3.99,0,4.06948718,4.2525,3.544,3.471,0,2.505454546,2.806666667,0,1.39,8.99,8.857376602,1.494002181,4.395555556,4.492070296,0,0,0,0.29,595.83,28.37285714,5,,
461920647,31,0,37,6,1,2.99,0,0,0,0,0,0,3.25,13.21,0,0,12.625,38.96,0,0,1,2.39,1.334,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.49,4,21.31,2.99,0,0,0,4.064615385,0,3.085940594,0,2.39,2.991004498,0,0,0,0,0,0,0,0,0,7.49,5.3275,90.34,4.301904762,5,,
464186303,0,150,151,1,4,19.96,0,0,0,0,0,0,0,0,1,1.29,1.612,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0.944,4.01,4.611,13,0,0,1,1.25,0,0,0,0,0,0,0,0,4.99,0,0,0,0,1.29,2.624069479,0,0,0,0,0,0,4.247881356,2.819345045,0,0,1.25,0,0,0,43.74,2.082857143,5,,
465947992,0,0,5,5,0,0,0,0,0,0,4,21.21,0,0,0,0,2,3.98,0,0,1,11.99,0,0,1,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3025,0,0,1.99,0,11.99,0,1.49,0,0,0,0,0,0,0,0,0,0,38.67,1.841428571,5,,
466567286,0,288,291,3,1,29.99,0,0,0,0,0,0,4,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99,0,0,0,3.9925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.96,2.188571429,5,,
470302563,0,443,472,29,84,240.21,138,109.61,0,0,5,8.66,6.764,25.43,6,8.94,103.626,246.41,6,20.82,53,50.54,9,8.07,0,0,0,0,4,7.98,1.806,5.07,28.168,83.07,26.513,86.92,16.375,47.27,0,0,1.445,3.97,0,0,5,25.45,2.859642857,0.794275362,0,1.732,3.759609698,1.49,2.377878139,3.47,0.953584906,0.896666667,0,0,1.995,2.80730897,2.949091167,2.747404844,3.278391732,2.886717557,0,0,5.09,978.42,46.59142857,5,,
470363227,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,15.92,0.758095238,5,,
473384006,0,0,24,24,2,12.28,17,77.17,3,25.98,0,0,0,0,0,0,12,55.37,3,29.17,0,0,21.375,52.28,3,7.47,0,0,0,0,0,0,0,0,0,0,0,0,4,32.96,0,0,2,14.99,4,14.09,6.14,4.539411765,8.66,0,0,0,4.614166667,9.723333333,0,2.445847953,2.49,0,0,0,0,0,0,0,8.24,7.495,3.5225,321.76,15.32190476,5,,
473812683,0,0,42,42,1,16.79,0,0,0,0,0,0,13,59.58,0,0,1,1.49,0,0,0,0,9,28.31,0,0,0,0,0,0,0.5,1.25,0,0,3,26.97,0,0,0,0,0,0,1,10.99,2,6.58,16.79,0,0,0,4.583076923,0,1.49,0,0,3.145555556,0,0,0,2.5,0,0,8.99,0,0,10.99,3.29,151.96,7.236190476,5,,
474391042,0,428,437,9,2,4.62,0,0,0,0,0,0,0,0,1,0.69,8,43.53,5,5.59,3,7.57,3,8.57,7,5.69,0,0,0,0,5.375,57.93,1.5,6.74,0,0,0,0,0,0,0,0,0,0,5,3.19,2.31,0,0,0,0,0.69,5.44125,1.118,2.523333333,2.856666667,0.812857143,0,0,10.77767442,4.493333333,0,0,0,0,0,0.638,144.12,6.862857143,5,,
474698180,0,417,441,24,0,0,1,2.39,0,0,0,0,0,0,3,3.59,9,36.91,0,0,0,0,13,26.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.19,0,2.39,0,0,0,1.196666667,4.101111111,0,0,2.055384615,0,0,0,0,0,0,0,0,0,0,4.19,73.8,3.514285714,5,,
474932316,0,0,47,47,2,7.27,88,279.74,2,9.78,0,0,0,0,0,0,3,10.47,2,6.98,0,0,0,0,0,0,5,11.55,1,5.59,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2.99,3.635,3.178863636,4.89,0,0,0,3.49,3.49,0,0,0,2.31,5.59,0,0,0,0,0,1,0,2.99,336.37,16.01761905,5,,
474990843,0,0,0,0,1,21.99,0,0,0,0,0,0,0,0,0,0,4,44.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.75,0,0,21.99,0,0,0,0,0,11.215,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,71.6,3.40952381,5,,
474996378,0,468,506,38,2,14.38,0,0,0,0,13,61.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,0,0,4.751538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.15,3.626190476,5,,
475754263,0,0,44,44,23,79.28,0,0,0,0,13,20.77,0,0,0,0,2,4.98,1,2.99,0,0,7,13.04,0,0,0,0,2,4.58,5.819,38.11,0,0,0,0,0,0,0,0,12.125,65.66,0,0,0,0,3.446956522,0,0,1.597692308,0,0,2.49,2.99,0,1.862857143,0,0,2.29,6.549235264,0,5.415257732,0,0,0,0,0,229.41,10.92428571,5,,
476606884,0,0,15,15,0,0,5,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0.192857143,5,,
479153090,18,0,49,31,1,3.49,0,0,0,0,0,0,0,0,7,11.7,12,25.09,3,4.48,0,0,5,14.7,4,5.85,0,0,2,12.58,0,0,15,93.38,0,0,0,0,0,0,0,0,0,0,2,35.98,3.49,0,0,0,0,1.671428571,2.090833333,1.493333333,0,2.94,1.4625,0,6.29,0,6.225333333,0,0,0,0,0,17.99,207.25,9.869047619,5,,
479294563,0,10,13,3,1,1.65,0,0,0,0,0,0,6,23.04,3,9.41,3,11.77,0,0,0,0,0,0,0,0,0,0,1,5.59,0,0,0,0,6,17.94,0,0,0,0,0,0,0,0,1,3.49,1.65,0,0,0,3.84,3.136666667,3.923333333,0,0,0,0,0,5.59,0,0,0,2.99,0,0,0,3.49,72.89,3.470952381,5,,
480631464,0,0,47,47,17,51.68,2,6.48,0,0,6,16.74,2,10.39,6,4.19,8,34.3,7,18.24,0,0,0,0,7,13.07,1,19.99,2,9.58,1,10.19,0,0,0,0,0,0,0,0,4,7.36,0,0,2,2.98,3.04,3.24,0,2.79,5.195,0.698333333,4.2875,2.605714286,0,0,1.867142857,19.99,4.79,10.19,0,1.84,0,0,0,0,1.49,205.19,9.770952381,5,,
480649201,0,0,1,1,0,0,0,0,0,0,0,0,2,12.58,0,0,1,9.99,0,0,0,0,0,0,0,0,0,0,1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,9.99,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,24.56,1.16952381,5,,
482696101,0,0,3,3,3,9.59,0,0,0,0,0,0,0,0,6,6.99,3.222,14.99,8,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75.89,0,0,0,0,0,0,0,0,3.196666667,0,0,0,0,1.165,4.65238982,2.86625,0,0,0,0,0,0,0,0,0,10.84142857,0,0,0,130.39,6.209047619,5,,
483668570,0,455,479,24,0,0,0,0,0,0,3,5.22,0,0,0,0,29,107.29,0,0,43,84.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,3.699655172,0,1.967441861,0,0,0,0,0,0,0,0,0,0,0,0,197.11,9.386190476,5,,
483939419,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,8.98,4,38.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.94,2.282857143,5,,
485306682,0,453,460,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.142380952,5,,
488012816,0,440,440,0,0,0,0,0,0,0,12,81.88,0,0,1,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.823333333,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.17,3.960476191,5,,
489559682,0,0,22,22,0,0,42,74.65,0,0,0,0,0,0,0,0,2,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.49,0,1.777380952,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,83.32,3.967619048,5,,
490822590,0,460,485,25,11,25.21,0,0,0,0,0,0,8.5,14,0,0,1,2.81,0,0,1,1.99,0,0,0,0,0,0,2,2.38,11.25,62.81,1.25,8.85,0,0,0,0,2,18.38,6.972,30.63,0,0,2,12.58,2.291818182,0,0,0,1.647058824,0,2.81,0,1.99,0,0,0,1.19,5.583111111,7.08,4.393287436,0,0,9.19,0,6.29,179.64,8.554285714,5,,
491320677,0,0,0,0,3,6.82,0,0,0,0,1,2.49,0,0,0,0,4,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0.75,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273333333,0,0,2.49,0,0,2.29,0,0,0,0,0,0,10.49333333,0,0,0,0,0,0,0,26.34,1.254285714,5,,
495018442,54,374,450,22,1,2.47,0,0,0,0,0,0,0,0,2,1.5,7,26.02,0,0,0,0,0,0,9,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0.75,3.717142857,0,0,0,1.522222222,0,0,0,0,0,0,0,0,0,0,43.69,2.080476191,5,,
498509595,0,0,13,13,1,7.5,0,0,0,0,3,17.22,0,0,2,2,6,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69.93,0,0,0,0,0,0,1,5.49,7.5,0,0,5.74,0,1,5.825,0,0,0,0,0,0,0,0,0,0,9.99,0,0,5.49,137.09,6.528095238,5,,
499829760,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.89,0,0,0,0,0,0,0,0,2,16.98,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.99,0,0,0,0,0,1.89,0,0,0,0,8.49,0,2.5,0,0,0,0,0,0,0,5.99,27.36,1.302857143,5,,
499880946,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,29.82,0,0,0,0,4,5.56,0,0,8,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.485,0,0,1.39,0,0.61,0,0,0,0,0,0,0,0,0,40.26,1.917142857,5,,
500301924,0,452,459,7,1,1.12,0,0,0,0,0,0,0,0,2,2,3,10.47,1,3,19,68.48,2,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,1,3.49,3,3.604210526,3.99,0,0,0,0,0,0,0,0,0,0,0,93.05,4.430952381,5,,
501961759,0,254,255,1,0,0,0,0,0,0,4,18.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28,0.870476191,5,,
