CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_ns,paper_ns,pct_ns,needle_ns,quilt_ns,impulse_ns,other_ns,kids_ns,jewelry_ns,ribbon_ns,paint_ns,seasfloral_ns,celeb_ns,fabric_ns,fleece_ns,warm_ns,homedec_ns,public_ns,special_ns,foam_ns,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,sew_qty,paper_qty,pct_qty,needle_qty,quilt_qty,impulse_qty,other_qty,kids_qty,jewelry_qty,ribbon_qty,paint_qty,seasfloral_qty,celeb_qty,fabric_qty,fleece_qty,warm_qty,homedec_qty,public_qty,special_qty,foam_qty,bccomp_qty,products_bought,product_share
784162422,0,0,26,26,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047619048
784378325,0,0,0,0,0,0,0,0,0,2,0,11.95,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.39,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.142857143
784658544,0,0,2,2,0,254.79,4.19,0,0,0,77.46,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1.733265306,4.19,0,0,0,19.365,0,0,3.142857143,0,0,0,0,0,0,0,0,0,0,0,0,147,1,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0.19047619
784950065,0,0,4,4,0,0,0,9.17,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.056666667,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.142857143
785460510,0,32,32,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047619048
785579723,0,0,0,0,0,0,0,0,0,0,7.79,0,0,9.48,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,4.74,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0.142857143
786487157,0,0,1,1,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.095238095
786999185,0,0,2,2,3.29,0,0,0.96,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0.24,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.142857143
787324151,0,439,453,14,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047619048
787878362,0,435,435,0,0,0,6.73,0,0,0.75,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,0,3.365,0,0,0.75,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,3.365,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.19047619
