,CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,avg,net_sales,sum,mean_price,Cluster
300,455066373,0,0,0.030612245,0.28125,0.005,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.002007234,0.001062699,0.007128673,0
301,455150607,0,0.010438413,0.010204082,0.015625,0.005,0.004700067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004700067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001152022,0.001062699,0.004700067,0
1976,1065791517,0.09375,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0.057377889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447889578,0,0,0,0,0,0,0,0,0,0.001062699,0.010760586,0.001062699,0.031986171,0
635,600067789,0,0,0,0,0.005,0.042843469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042843469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.014583889,0.001062699,0.042843469,0
323,468107040,0,0,0.025510204,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0.016188232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232907171,0.001062699,0.001604781,0.001062699,0.0059858,0
333,472503242,0,0,0.013605442,0.125,0.005,0.00427149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001001102,0.001062699,0.00427149,0
853,707774873,0,0,0.00170068,0.015625,0.005,0.002842898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002842898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.000498036,0.001062699,0.002842898,0
1081,842088486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0.035851571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279855971,0,0,0,0,0,0,0,0,0,0.001062699,0.00653483,0.001062699,0.019986,0
347,476116470,0,0,0.023809524,0.21875,0.005,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007128673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.002007234,0.001062699,0.007128673,0
1113,856700547,0,0.298538622,0.243197279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003813344,0.022046836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547511312,0,0,0,0,0,0,0.001062699,0.011062425,0.001062699,0.032843326,0
1544,1004424592,0,0,0.011904762,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0.051227513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399879976,0,0,0,0,0,0,0,0,0,0.001062699,0.009553227,0.001062699,0.028557551,0
3346,790589444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0.016827607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264532831,0,0,0,0,0,0,0,0.001062699,0.005151398,0.001062699,0.016057372,0
1748,1048138547,0,0.379958246,0.30952381,0,0.005,0.005700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005700081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001504168,0.001062699,0.005700081,0
390,496255159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005685469,0.046053411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603796376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.01709922,0.001062699,0.049986428,0
2006,1073123851,0.09375,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0.007688444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110617009,0.001062699,0.000498036,0.001062699,0.002842898,0
356,480380658,0,0,0.003401361,0.03125,0.005,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001755701,0.001062699,0.006414377,0
858,710333600,0,0,0.034013605,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0.015415524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221789883,0.001062699,0.001504168,0.001062699,0.005700081,0
1787,1050623899,0.052083333,0,0.008503401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.002486916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179262961,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.000940734,0.001062699,0.004100059,0
828,693927378,0,0,0.013605442,0.125,0,0,0,0,0,0,0,0,0,0,0.011494253,0.033803008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312070044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.002007234,0.001062699,0.007128673,0
55,1083492882,0.09375,0.066805846,0.071428571,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081,0.042462018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399799933,0,0,0,0,0,0,0,0,0,0,0.001062699,0.005528697,0.001062699,0.017128816,0
3249,687780858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.023959537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244276506,0,0,0,0.001062699,0.005025631,0.001062699,0.015700224,0
734,639662360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424658,0.000961838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069331668,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,5.53E-05,0.001062699,0.001585737,0
917,735155624,0,0,0.003401361,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0.01973353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045290902,0,0.001062699,0.004623178,0.001062699,0.014557351,0
1405,965234644,0,0,0.017006803,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0.006564933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015067336,0,0.001062699,0.001202328,0.001062699,0.004842926,0
537,564999605,0,0.279749478,0.243197279,0.140625,0,0,0,0,0,0,0,0,0,0,0,0,0.005685469,0.039143425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513201035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.014458122,0.001062699,0.042486321,0
1717,1040165233,0,0,0.023809524,0.21875,0.005,0.002785754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.000477913,0.001062699,0.002785754,0
773,664442696,0,0.022964509,0.032312925,0.125,0.005,0.00770011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.002208461,0.001062699,0.00770011,0
894,728582891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010178117,0.019434514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199466311,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001001102,0.001062699,0.00427149,0
1413,966967762,0,0,0.025510204,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010178117,0.010984725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112741828,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.000347116,0.001062699,0.00241432,0
3562,1003738174,0,0.311064718,0.261904762,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0.012710532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19981172,0,0,0,0,0,0,0,0.001062699,0.003767966,0.001062699,0.012128745,0
80,161670583,0,0,0.030612245,0.28125,0.005,0.002814326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002814326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.000487974,0.001062699,0.002814326,0
562,572146868,0,0.022964509,0.023809524,0.046875,0,0,0.002188184,0.013523678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299766589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.004019499,0.001062699,0.012843041,0
1,351208244,0,0,0.018707483,0.171875,0.005,0.128558979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128558979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.04476786,0.001062699,0.128558979,0
32,1046313126,0,0.411273486,0.341836735,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.005685469,0.009200153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120621225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.003013366,0.001062699,0.009985857,0
81,164853178,0,0.11691023,0.129251701,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0.035692146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599039616,0,0,0.001062699,0.007027835,0.001062699,0.02138602,0
559,571399658,0,0,0,0,0.005,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006414377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001062699,0.001755701,0.001062699,0.006414377,0
4492,935230722,0,0,0.028911565,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0.000710684,0.00126354,0,0,0,0,0,0,0.008130081,0.025463045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132528041,0,0,0,0.239746582,0,0,0,0,0,0,0,0,0,0,0.001195537,0.003596923,0.001195537,0.021243161,0
1201,899955736,0,0,0.028911565,0.265625,0,0,0,0,0,0,0,0,0.00162246,0.001824633,0,0,0.005685469,0.003145689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16204051,0,0.04124245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001328374,0.001514229,0.001328374,0.01267161,0
895,728813999,0,0,0.023809524,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003078704,0.010420981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079884085,0,0,0,0.00141339,0.00190159,0.00141339,0.005134338,0
1060,832379986,0,0,0.013605442,0.125,0.005,0.003414334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001157407,0.009810547,0,0,0,0,0,0,0,0,0.003414334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200044454,0,0,0,0.001594049,0.00296306,0.001594049,0.016271661,0
313,459745451,0,0.014613779,0.011904762,0,0,0,0,0,0,0,0.002666667,0.002042057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001157407,0.009810547,0,0,0,0,0,0,0,0,0,0,0,0.09203693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200044454,0,0,0,0.001594049,0.003365513,0.001594049,0.017414534,0
