,CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty,avg,net_sales,sum,mean_price,Cluster
3371,833552821,0,0.899791232,0.732993197,0,0.04,0.025043215,0,0,0,0,0,0,0,0,0,0,0.22947688,0.078879134,0,0,0,0,0.010178117,0.010984725,0,0,0,0,0,0,0.006688963,0.026918182,0.007626689,0.010337751,0.000427175,0.001290189,0,0,0,0,0.042653927,0.035369537,0,0,0.00877193,0.000965885,0.003130402,0,0,0,0,0,0.025622303,0,0,0.112741828,0,0,0,0.211579195,0.128363896,0.159162915,0.533333333,0,0,0,0.013896609,0.06427949,0.064015172,0.06427949,0.044540249,3
3398,865126627,0,0.931106472,0.758503401,0,0.045,0.078829698,0.008752735,0.019224983,0,0,0.002666667,0.002150882,0,0,0.022988506,0.074109199,0.062540154,0.133764165,0,0,0,0,0.020356234,0.023529412,0.040650407,0.093848497,0.021505376,0.086002768,0.02173913,0.017636633,0,0,0,0,0,0,0.005337963,0.050230003,0,0,0.106634818,0.035888315,0.053443038,0.171656532,0,0,0.008758855,0.106535512,0,0.09694172,0,0.342088806,0.159432112,0,0,0.120747165,0.176725575,0.167833567,0.1012004,0,0,0.064598966,0,0.222078839,0,0.093314322,0,0.06538576,0.193021466,0.06538576,0.111726813,3
2390,648496149,0,0.916492693,0.777210884,0.28125,0.02,0.048972128,0,0,0,0,0,0,0.133852953,0.113960692,0.218390805,0.114889581,0.034743898,0.033102123,0,0,0,0,0,0,0,0,0.005376344,0.004894675,0.02173913,0.006944243,0,0,0.007626689,0.009963751,0.003417401,0.005405894,0,0,0,0,0,0,0,0,0.061403509,0.011088359,0.012243032,0,0,0,0.122673093,0.055824364,0.071018626,0,0,0,0,0.038207642,0.039846616,0,0.123719933,0,0.279333333,0,0,0,0.022790439,0.066669501,0.099768086,0.066669501,0.044834723,3
3139,557583457,0,0.876826722,0.714285714,0,0.075,0.051343591,0,0,0,0,0,0,0,0,0,0,0.011370937,0.024981244,0,0,0,0,0,0,0,0,0,0,0,0,0.103217391,0.365521371,0,0,0,0,0.00462963,0.014824827,0.119047619,0.192885413,0,0,0,0,0.070175439,0.111385852,0.003422906,0,0,0,0,0,0.163761864,0,0,0,0,0,0,0.186185532,0,0,0,0.075572349,0.647458984,0,0.200319622,0.066803401,0.208571242,0.066803401,0.061401982,3
2683,931780621,0,0.929018789,0.756802721,0,0.05,0.029486136,0.002188184,0.000752151,0,0,0.008,0.004052108,0,0,0.114942529,0.033870749,0.079596559,0.043513168,0,0,0,0,0.040712468,0.079038024,0.032520325,0.044870206,0.043010753,0.005637845,0.010869565,0.004329256,0.007153846,0.014387304,0.009003306,0.009004776,0,0,0,0,0,0,0.010663482,0.004150223,0,0,0.026315789,0.030212881,0.002948614,0.016672224,0,0.060877092,0,0.031269543,0.040749415,0,0,0.202801868,0.10561854,0.0055011,0.049683228,0.105736729,0.094716083,0.074704019,0,0,0,0,0.144895312,0.068012752,0.061429412,0.068012752,0.040111731,3
2783,998691083,0,0.912317328,0.743197279,0,0.03,0.026957528,0,0,0,0,0.002666667,0.001529943,0.291231577,0.299228473,0,0,0.034112811,0.012503784,0,0,0,0,0,0,0,0,0,0,0,0,0.005016722,0.005045288,0,0,0.005126102,0.011469784,0,0,0,0,0,0,0.037974684,0.101804872,0.00877193,0.008615694,0.004492921,0,0,0.068955568,0.148042582,0,0.027322404,0,0,0,0,0,0,0.052875186,0,0,0.395111111,0,0,0.077884943,0.123957754,0.068942614,0.182356463,0.068942614,0.058522583,3
2622,884380932,0,0.897703549,0.761904762,0.28125,0.08,0.065472364,0,0,0,0,0,0,0.050296261,0.044658445,0.068965517,0.039561035,0.017056406,0.058399252,0,0,0,0,0.010178117,0.009684758,0,0,0,0,0,0,0.058016722,0.142600494,0,0,0.032038138,0.039879754,0,0,0,0,0.01777247,0.027791674,0.025316456,0.034819319,0,0,0.004092023,0,0,0,0.12793521,0.060871378,0.255220017,0,0,0.0993996,0,0,0,0.129227182,0,0.300150075,0.219804444,0,0,0.039957331,0,0.069045696,0.148565507,0.069045696,0.07001781,3
2753,988004198,0,0.807933194,0.668367347,0.09375,0,0,0.100656455,0.07205608,0.051282051,0.0280052,0,0,0,0,0.011494253,0.067673757,0.059697419,0.087039499,0.007874016,0.022791773,0,0,0,0,0.008130081,0.106208167,0,0,0,0,0,0,0.009533361,0.008611596,0,0,0,0,0,0,0,0,0,0,0.00877193,0.028937913,0,0.034721719,0.026567552,0,0,0.624765478,0.10868154,0.324718633,0,0,1,0,0,0,0.085544177,0,0,0,0,0,0.416342412,0.069075452,0.097197418,0.069075452,0.10594637,3
2483,735856510,0,0.91440501,0.755102041,0.09375,0.14,0.162888041,0,0,0,0,0,0,0.045428881,0.035974545,0.057471264,0.104931581,0.017056406,0.024546902,0,0,0,0,0.010178117,0.022684433,0,0,0.021505376,0.049100507,0,0,0.007247492,0.015555057,0.007626689,0.009570571,0.003417401,0.003599628,0.006944444,0.039198587,0.023809524,0.035644461,0.012049734,0.015563337,0.037974684,0.024361904,0.035087719,0.020129042,0.00581743,0,0,0,0.114099954,0.193746091,0.107276388,0,0,0.232821881,0,0.095819164,0,0.112841774,0.118837819,0.247911566,0.186,0.133214788,0.598239296,0.018637865,0.072401334,0.069991498,0.142885889,0.069991498,0.100286051,3
3912,516213428,0,0.611691023,0.515306122,0.15625,0.055,0.033971914,0.002188184,0.021045189,0,0,0.002666667,0.003194316,0,0,0.091954023,0.108657364,0.054011951,0.075878226,0,0,0,0,0.010178117,0.009684758,0,0,0,0,0.02173913,0.010401836,0,0,0.036226772,0.05074896,0,0,0.048611111,0.304323181,0.023809524,0.002384245,0,0,0.012658228,0.055753515,0,0,0.003088356,0.46648883,0,0.143969994,0,0.125390869,0.104718224,0,0,0.0993996,0,0,0.059686562,0,0.132663165,0,0,0.147747118,0.040016006,0.127961243,0,0.070138151,0.172461151,0.070138151,0.106434247,3
2661,918480914,0,0.924843424,0.760204082,0.0625,0.015,0.023528908,0,0,0,0,0.010666667,0.006958359,0.046512684,0.06624993,0,0,0.085282028,0.081682614,0,0,0.04109589,0.03984264,0,0,0,0,0,0,0,0,0.027214047,0.092776405,0.026056582,0.040085157,0.013669606,0.0299711,0.001027778,0.00483987,0.047619048,0.03631205,0,0,0.050632911,0.045625315,0,0,0.007842969,0,0,0.078404501,0.20522781,0,0.071394881,0,0.239329586,0,0,0,0,0.179238149,0.145686391,0,0.387166667,0.111135808,0.304721889,0.026178941,0,0.070755579,0.181712538,0.070755579,0.089185932,3
4234,1003910971,0,0.810020877,0.659863946,0,0.045,0.059872284,0,0,0,0,0,0,0.239312856,0.129830489,0.011494253,0.009280585,0.073911091,0.056003791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011574074,0.072772461,0,0,0,0,0.025316456,0.027131182,0,0,0.006652476,0,0,0,0.078168695,0.085678549,0.056481051,0,0,0,0,0,0,0,0,0,0,0.148388531,0,0.031134717,0,0.071068013,0.124503851,0.071068013,0.037295832,3
833,695338541,0,0.705636743,0.588435374,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.068225622,0.00995038,0,0,0,0,0,0,0,0,0,0,0.597826087,0.366592091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010871441,0,0,0,0,0,0.076492164,0,0,0,0,0,0,0,0,0.07120085,0.066771975,0.07120085,0.004177203,3
2609,876921966,0,0.908141962,0.772108844,0.296875,0.02,0.037500536,0,0,0,0,0,0,0.060842251,0.01616264,0.034482759,0.02032245,0.03979828,0.044105453,0,0,0.006849315,0.006325604,0,0,0,0,0.005376344,0.005842858,0,0,0.050167224,0.090291189,0,0,0,0,0,0,0,0,0,0,0,0,0.228070175,0.06069621,0.009375134,0,0,0,0.038276236,0.062539087,0.08260816,0,0.227982511,0,0,0.045609122,0,0.094626187,0,0,0,0,0,0,0.033587036,0.071599362,0.081350833,0.071599362,0.034907937,3
1561,1007788209,0,0.676409186,0.551020408,0,0,0,0,0,0.025641026,0.003671949,0,0,0.266083446,0.141476601,0,0,0.108023902,0.09405478,0,0,0,0,0.050890585,0.085537862,0,0,0.010752688,0.019988724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006966899,0,0.076610616,0,0.064901685,0,0,0.175583722,0,0.078015603,0,0,0,0,0,0,0,0,0,0.072263549,0.110231863,0.072263549,0.022067045,3
