CustomerId,sms_cnt,email_cnt,allcom_cnt,mail_cnt,sew_qty,sew_ns,paper_qty,paper_ns,pct_qty,pct_ns,needle_qty,needle_ns,quilt_qty,quilt_ns,impulse_qty,impulse_ns,other_qty,other_ns,kids_qty,kids_ns,jewelry_qty,jewelry_ns,ribbon_qty,ribbon_ns,paint_qty,paint_ns,seasfloral_qty,seasfloral_ns,celeb_qty,celeb_ns,fabric_qty,fabric_ns,fleece_qty,fleece_ns,warm_qty,warm_ns,homedec_qty,homedec_ns,public_qty,public_ns,special_qty,special_ns,foam_qty,foam_ns,bccomp_qty,bccomp_ns,sew_ns_qty,paper_ns_qty,pct_ns_qty,needle_ns_qty,quilt_ns_qty,impulse_ns_qty,other_ns_qty,kids_ns_qty,jewelry_ns_qty,ribbon_ns_qty,paint_ns_qty,seasfloral_ns_qty,celeb_ns_qty,fabric_ns_qty,fleece_ns_qty,special_ns_qty,warm_ns_qty,homedec_ns_qty,public_ns_qty,foam_ns_qty,bccomp_ns_qty
0266389873,0,0,19,19,2,3.94,0,0,0,0,0,0,4,25.93,0,0,3,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,6.4825,0,3.8233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0351208244,0,0,11,11,1,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0390663615,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1.063,7.16,0,0,0,0,2,3.94,0,0,0,0,0,0,0,0,0,0,2.5,10.49,0,0,0,0,0,0,1,7.79,0,0,0,0,0,0,0,0,6.73565381,0,0,1.97,0,0,0,0,0,0,4.196,0,0,7.79,0
0430969436,8,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0316666667,0,0,0,0,0,0,0
0475302295,0,0,0,0,0,0,0,0,0,0,0,0,6,49.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64.97,0,0,0,0,2,21.58,0,0,0,0,0,0,8.24,0,0,0,0,0,0,0,0,0,0,0,0,21.656666667,0,10.79,0
0476606884,0,0,15,15,0,0,5,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0485566418,0,430,430,0,0,0,0,0,0,0,0,0,0,0,1,0.69,3,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,5.8233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0530755768,33,335,370,2,2,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,2.9933333333,0,0,0,0,0,0,0,0,0,0
0539929141,37,421,462,4,0,0,0,0,1,3.36,0,0,0,0,0,0,1,2.99,0,0,0,0,0,0,8,20.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,0,2.99,0,0,0,2.54625,0,0,0,0,0,0,0,0,0,0
0561628298,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,48.16,2,5.58,24,81.26,0,0,14,40.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,2.79,3.3858333333,0,2.9157142857,0,0,0,0,0,0,0,0,0,0
0582561338,2,3,7,2,0,0,5,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.39,0,0,0,0,0,0,0,0,0,5.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,0,0,0
0598262806,0,345,345,0,0,0,0,0,0,0,0,0,0,0,1,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,7.795,0,0,0,0,0,0,0
0622201648,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5809768638,0,0,0,0
0651862575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0688888889,0,0,0,0,0,0,0,0,0,0,0,0
0654162106,37,207,246,2,2,5.26,0,0,0,0,0,0,70.417,417.86,0,0,50.82,214.07,0,0,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,5.9340784186,0,4.212317985,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0
0680748332,85,33,120,2,2,5.98,0,0,0,0,0,0,8,9.55,0,0,0,0,2,5.08,0,0,0,0,0,0,0,0,5,8.95,8,50.42,0,0,0,0,7,20.93,0,0,0,0,0,0,0,0,2.99,0,0,0,1.19375,0,0,2.54,0,0,0,0,1.79,6.3025,0,0,0,2.99,0,0,0
0746597962,0,292,294,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6566666667,0,0
0784456352,0,190,193,3,3,12.57,0,0,0,0,0,0,0,0,3,3,3,8.17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,1,2.7233333333,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0787703610,18,94,115,3,11,60.22,0,0,0,0,8,46.92,17,54.23,2,3.51,2,18.72,0,0,0,0,0,0,0,0,0,0,1,7.49,0,0,4.25,16.97,0,0,0,0,1,14.39,2.5,17.98,1,5.99,0,0,5.4745454545,0,0,5.865,3.19,1.755,9.36,0,0,0,0,0,7.49,0,3.9929411765,7.192,0,0,14.39,5.99,0
0790075154,0,456,479,23,0,0,0,0,0,0,0,0,0,0,0,0,84,427.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.088452381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0852704626,0,0,0,0,1,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.99,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,0,0,0,0,0
0867436677,33,409,447,5,1,3.22,0,0,0,0,1,5.09,37,126.12,1,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,5.09,3.4086486486,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0868346016,86,0,91,5,1,6.49,0,0,0,0,0,0,0,0,1,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0925530875,0,424,432,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.08,0,0,0,0,1,3.18,0,0,0,0,0,0,0,0,0,0,0,0,1,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,3.18,0,0,0,0,0,0,0,3.99,0,0
0958606956,0,314,323,9,0,0,1,0.5,0,0,0,0,0,0,1,1,0,0,1,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.49,0,0.5,0,0,0,1,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,1.49
0960159648,0,148,155,7,0,0,2,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.99,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99
0999406812,24,11,44,9,0,0,2,1.6,0,0,1,3.19,0,0,0,0,0,0,3,30.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.41,0,0.8,0,3.19,0,0,0,10.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0.41
0999617889,66,270,341,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11.93,0,0,2,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193,0,0,0,0,2.19
1001695715,17,422,449,10,0,0,0,0,0,0,0,0,0,0,0,0,0.667,8.23,0,0,0,0,0,0,1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.338830585,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0
1011651328,0,308,310,2,1,1.39,0,0,0,0,0,0,1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.49,0,0,0,0,1.39,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,17.49,0,0,0,0,0
1021642713,48,270,324,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19,0,0,0,0,0,0,0,0,0.667,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,4.7976011994,0,0,0,0,0,0,0
1025002948,2,33,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.993333333,0,0,0
1046313126,0,197,201,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047699259,35,179,218,4,0,0,1,3.18,0,0,0,0,1,2.39,3,7.58,6,2.4,4,4.41,0,0,0,0,2,1.58,0,0,1,1.19,0,0,5,27.56,0,0,1.889,5.59,7,5.6,0,0,0,0,0,0,0,3.18,0,0,2.39,2.5266666667,0.4,1.1025,0,0,0.79,0,1.19,0,5.512,0,0,2.9592376919,0.8,0,0
1048279044,33,417,456,6,0,0,0,0,0,0,0,0,0,0,1,1.52,2,16.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.722,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,8.395,0,0,0,0,0,0,0,3.991792576,0,0,0,0,0,0
1052283718,27,0,27,0,0,0,50,31.83,2,22.98,0,0,0,0,1,2.99,6,16.44,0,0,0,0,12,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6366,11.49,0,0,2.99,2.74,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0
1057552919,32,0,35,3,0,0,0,0,0,0,0,0,3,26.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059441863,0,38,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059499242,31,291,327,5,0,0,0,0,0,0,0,0,0,0,5,4.31,0,0,0,0,0,0,10,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.98,0,0,0,0,0,0.862,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,6.49
1059574184,0,0,5,5,0,0,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,3.8233333333,0,0,0,0,0,0,0,0,0,0
1067108975,4,0,4,0,2,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18.29,0,0,0,0,2.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3064285714,0,0,0,0,0
1069984084,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.19,0,0,0,0,0,0,0,0,0,0,0.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1,1.59,0,0,0,0,0,0,0,3.19,0,0,0,0,0,6.24,0,0,0,0,0,0,1.59
1070429517,0,140,144,4,1,3.99,0,0,2,22.48,0,0,0,0,0,0,0,0,0,0,0,0,2,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,11.24,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0
1072448390,27,0,32,5,2,4.86,0,0,0,0,0,0,0,0,4,3.88,3,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0.97,1.6233333333,0,0,0,0,0,0,2.4836601307,0,0,0,0,0,0,0
1073104232,27,0,27,0,1,269.99,0,0,0,0,0,0,0,0,0,0,1,35.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,35.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073210088,30,0,30,0,9,25.57,5,21.23,1,2.79,0,0,1,2.99,1,2.4,6,45.4,0,0,0,0,0,0,0,0,0,0,0,0,6.5,28.19,6,43.16,2.25,19.01,0,0,0,0,2,18.18,0,0,0,0,2.8411111111,4.246,2.79,0,2.99,2.4,7.5666666667,0,0,0,0,0,0,4.3369230769,7.1933333333,9.09,8.4488888889,0,0,0,0
1074503903,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074942226,0,127,131,4,0,0,8,26.97,0,0,0,0,0,0,0,0,2,14.98,0,0,0,0,0,0,5,24.2,0,0,1,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.38,0,3.37125,0,0,0,0,7.49,0,0,0,4.84,0,4.99,0,0,0,0,0,0,0,4.7933333333
1076475076,95,112,211,4,1,4.79,0,0,0,0,0,0,0,0,0,0,0,0,6,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.96,0,0,0,0,4.79,0,0,0,0,0,0,1.0533333333,0,0,0,0,0,0,0,0.745,0,0,0,0,0
1079258388,31,83,117,3,5,85.4,0,0,0,0,0,0,12.75,61.76,0,0,5,19.55,0,0,0,0,0,0,0,0,0,0,5,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.98,17.08,0,0,0,4.8439215686,0,3.91,0,0,0,0,0,2.57,0,0,0,0,0,0,0,3.99
1079519235,20,0,20,0,1,6.99,0,0,0,0,0,0,0,0,11,17.49,13.5,133.26,0,0,0,0,0,0,0,0,0,0,1,2.39,0,0,9.5,57.41,0,0,0,0,0,0,0,0,0,0,0,0,6.99,0,0,0,0,1.59,9.8711111111,0,0,0,0,0,2.39,0,6.0431578947,0,0,0,0,0,0
1082143353,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.39,18,51.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,2.8344444444,0,0,0,0,0,0
1082150713,0,0,3,3,0,0,0,3.552714E-15,0,0,0,0,0,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082719038,13,0,15,2,3,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19.98,0,0,0,0,0,0,0,0,3,18.88,2,10.55,0,0,2.1766666667,0,0,0,0,0,0,0,0,0,0,0,0,3.996,0,6.2933333333,0,0,0,5.275,0
1083373561,22,0,24,2,20,39.36,0,0,0,0,24,92.47,12.5,55.87,6,8.7,33.5,109.17,0,0,2,11.98,16,32.04,4,8.43,0,0,0,0,0,0,0,0,0,0,0,0,5,23.82,0,0,3,15.03,12,52.15,1.968,0,0,3.8529166667,4.4696,1.45,3.2588059701,0,5.99,2.0025,2.1075,0,0,0,0,0,0,0,4.764,5.01,4.3458333333
1083492882,9,32,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0
1083656791,24,0,24,0,0,0,6,20.76,0,0,0,0,0,0,0,0,3,6.59,0,0,6,13.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.98,0,3.46,0,0,0,0,2.1966666667,0,2.2566666667,0,0,0,0,0,0,0,0,0,0,0,1.99
1083816163,0,0,2,2,0,0,0,0,0,0,14,17.14,0,0,3,12.95,7,43.44,0,0,4,9.86,0,0,3,20.95,18,34.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.49,0,0,0,1.2242857143,0,4.3166666667,6.2057142857,0,2.465,0,6.9833333333,1.91,0,0,0,0,0,0,0,0,2.49
1084448685,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,137.54,0,0,0,0,0,0,0,0,4,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1925,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0
1084492444,2,0,2,0,0,0,2,13.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,2.7933333333,0,0,0,0,0,0,0,0
1084595253,4,0,4,0,0,0,0,0,0,0,0,0,7,39.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5928571429,0,0,0,0,0,0,0,0,0,0,0,5.272,0,0,0,0
1084640133,1,0,1,0,14,31.81,0,0,0,0,0,0,33.556,24.8,0,0,11,11.59,0,0,0,0,8,14.27,0,0,0,0,0,0,2.917,14.27,0,0,2,14.38,0.556,0.97,0,0,7.902,43.65,0,0,0,0,2.2721428571,0,0,0,0.7390630588,0,1.0536363636,0,0,1.78375,0,0,0,4.8920123414,0,5.5239179954,7.19,1.7446043165,0,0,0
1084657335,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.625,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.78,0,0,0,0,0,0,1.3049350649,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39
1084670965,3,0,3,0,1,4.89,5,40.35,0,0,0,0,0,0,3,7.89,11,68.89,0,0,0,0,3,22.47,1,7.99,15,72.85,0,0,16.417,84.21,0,0,0,0,18.903,83.42,0,0,7.5,75.98,0,0,0,0,4.89,8.07,0,0,0,2.63,6.2627272727,0,0,7.49,7.99,4.8566666667,0,5.1294389962,0,10.130666667,0,4.4130561287,0,0,0
1084802139,3,0,3,0,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,21.59,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.393333333,0,0,0
1084830668,3,0,3,0,1,3.99,0,0,0,0,0,0,1.333,4.79,6,12.67,3,38.98,3,24.37,1,2.39,0,0,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,3.5933983496,2.1116666667,12.993333333,8.1233333333,2.39,0,2.1,0,0,0,0,0,0,0,0,0,0
1084842788,3,0,3,0,36,71.82,0,0,0,0,0,0,31.639,99.43,0,0,2,6.7,0,0,0,0,3,2.4,0,0,4,3.48,0,0,47.919,328.5,0,0,2.5,7.49,0,0,0,0,0,0,0,0,0,0,1.995,0,0,0,3.1426404121,0,3.35,0,0,0.8,0,0.87,0,6.8553183497,0,0,2.996,0,0,0,0
1084877933,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2574545455,0,0,0,0,0
1084921905,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23.99,0,0,0,0,0,0,1,7.99,0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,7.9966666667,0,0,7.99
1084987559,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16.04,0,0,0,0,0.333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.58,0,0,0,0,0,0,0,0,0,0,3.208,0,0,0.7507507508,0,0,0,0,0,1.29,0,0,0,0,0
1085094454,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,5.59,0,0,3,9.58,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,4.472,0,0,0,0,3.1933333333
1085103347,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1.99,0,0,0,0,0,0,0,0,0,0,0,0,2,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,9.195,0,0,0,0,0,0,0,0
1090174614,2,0,3,1,1,13.19,0,0,0,0,0,0,0,0,1,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,123.01,0,0,0,0,0,0,0,0,0,0,0,0,13.19,0,0,0,0,1.32,0,0,0,0,0,0,0,0,6.4742105263,0,0,0,0,0,0
1090685809,7,10,17,0,0,0,0,0,0,0,0,0,0,0,4,3.9,16,80.79,4,16.28,2,18.69,0,0,3,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.54,0,0,0,0,0,0,0,0,0,0.975,5.049375,4.07,9.345,0,3.57,0,0,0,0,0.9233333333,0,0,0,0,0
1091159754,0,0,1,1,3,26.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091242428,0,150,150,0,1,6.29,0,0,0,0,0,0,38,90.39,4,7.56,1,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42.86,0,0,0,0,0,0,6.29,0,0,0,2.3786842105,1.89,4.99,0,0,0,0,0,0,0,0,0,0,0,10.715,0,0
1091346807,38,0,38,0,3,7.62,0,0,0,0,2,8.91,0,0,0,0,2,7.95,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30.86,0,0,0,0,2.54,0,0,4.455,0,0,3.975,0,0,0,6,0,0,0,0,2.2042857143,0,0,0,0,0
0129543864,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.99,0,0,0,0,0,0,0,0,2,11.98,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.995,0,0,0,0,5.99,0.34
0156081515,0,0,26,26,2,14.78,0,0,0,0,0,0,0,0,0,0,5.5,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11.25,0,0,0,0,0,0,0,0,7.39,0,0,0,0,0,3.3727272727,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0
0156707333,0,441,478,37,0,0,0,0,0,0,4,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0161670583,0,0,18,18,1,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0164853178,0,56,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,0,0
0166142778,0,0,36,36,1,2.49,36,12.4,0,0,0,0,0,0,0,0,3,5.85,1,0.53,1,1.49,1,1.19,2,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.31,2.49,0.3444444444,0,0,0,0,1.95,0.53,1.49,1.19,1.69,0,0,0,0,0,0,0,0,0,1.655
0177320520,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1.99,0,0,0,0,1,4.49,0,0,0,0,0,0,0,0,2,15.58,0,0,0,0,1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,4.49,0,0,0,0,7.79,0,0,0,5.99,0,0
0180675134,0,0,5,5,0,0,4,10.26,0,0,0,0,0,0,0,0,1,15.99,1,3.99,0,0,0,0,1,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.49,0,2.565,0,0,0,0,15.99,3.99,0,0,2.99,0,0,0,0,0,0,0,0,0,5.49
0186716478,0,0,49,49,4,15.14,0,0,7,23.18,0,0,1,1,0,0,1,4.49,0,0,2,4.78,0,0,2,18.98,0,0,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785,0,3.3114285714,0,1,0,4.49,0,2.39,0,9.49,0,1.19,0,0,0,0,0,0,0,0
